catalog_eps_m,method,ratio,seeds,coverage_r80_mean,coverage_r80_sd,coverage_r80_min,coverage_r80_max,coverage_r90_mean,coverage_r90_sd,coverage_r90_min,coverage_r90_max,coverage_r95_mean,coverage_r95_sd,coverage_r95_min,coverage_r95_max,hit_r80_mean,hit_r80_sd,hit_r80_min,hit_r80_max,hit_r90_mean,hit_r90_sd,hit_r90_min,hit_r90_max,hit_r95_mean,hit_r95_sd,hit_r95_min,hit_r95_max,hit_fixed_200m_mean,hit_fixed_200m_sd,hit_fixed_200m_min,hit_fixed_200m_max,within_200m_mean,within_200m_sd,within_200m_min,within_200m_max,within_1000m_mean,within_1000m_sd,within_1000m_min,within_1000m_max,median_error_m_mean,median_error_m_sd,median_error_m_min,median_error_m_max,p90_error_m_mean,p90_error_m_sd,p90_error_m_min,p90_error_m_max,native_within_200m_mean,native_within_200m_sd,native_within_200m_min,native_within_200m_max,native_within_1000m_mean,native_within_1000m_sd,native_within_1000m_min,native_within_1000m_max,native_median_error_m_mean,native_median_error_m_sd,native_median_error_m_min,native_median_error_m_max,native_p90_error_m_mean,native_p90_error_m_sd,native_p90_error_m_min,native_p90_error_m_max,median_query_runtime_ms_mean,median_query_runtime_ms_sd,median_query_runtime_ms_min,median_query_runtime_ms_max
100.0,bigru,0.25,5,0.4387706655553768,6.206335383118183e-17,0.43877066555537686,0.43877066555537686,0.4999367658984156,0.0,0.4999367658984156,0.4999367658984156,0.5315845524207876,0.0,0.5315845524207876,0.5315845524207876,0.3071382682652851,0.009213745029183415,0.292387650448387,0.31679495674635993,0.3458353869498004,0.010695666949671938,0.32758396723348177,0.3548617092912807,0.3651968781455798,0.012893386326222575,0.3438876358365883,0.37637688007289266,0.4091356348829498,0.017551210279009063,0.3811604063654858,0.4237382378719163,0.42061477243574935,0.01770968934802066,0.3939069710303416,0.4363299535423691,0.498944930837492,0.022032074346997284,0.4705723625933174,0.5156299844718705,3785.056970335212,334.56745185031076,3273.7900350065347,4148.8151581578095,109144.2194079834,496.5640212415235,108452.75839250146,109588.53000481165,0.4200685539483544,0.018170511109191625,0.39292657887347887,0.4365400375759825,0.49915572401552266,0.022718995495119805,0.4695919704364547,0.5160897233685451,3785.6680697446945,334.0360868682823,3275.202744457596,4148.8060696713555,109144.12065286457,496.83046547551373,108451.85894182924,109588.2046749611,,,,
100.0,bigru,0.5,5,0.4387706655553768,6.206335383118183e-17,0.43877066555537686,0.43877066555537686,0.4999367658984156,0.0,0.4999367658984156,0.4999367658984156,0.5315845524207876,0.0,0.5315845524207876,0.5315845524207876,0.3249928687628112,0.01640209327064506,0.30189232290738693,0.3474215494120937,0.36805273301697905,0.01601501849974526,0.3445184925102804,0.38831479487302156,0.3865946006012334,0.01698158917847982,0.3612577761610562,0.4075599529966751,0.42989634582809855,0.01874551004835311,0.40060282585805174,0.45183659572224383,0.4421633583599496,0.019600375775120422,0.41334939052290753,0.46779625424597354,0.5222008744319717,0.021621184075960025,0.4946795678336818,0.5543493384920987,3172.6935016289663,288.5806396241098,2895.7240284186514,3572.935500340704,107674.90635017655,647.7418492212232,106592.47541143552,108300.95796230278,0.4416171398725545,0.0198621560330296,0.4123689983660448,0.46779625424597354,0.5220047960005991,0.021935329292503997,0.49369917567681904,0.5543493384920987,3172.799780863498,288.785375005351,2895.1430949111736,3572.6603471739622,107675.28197502161,647.7179828247525,106592.76051817536,108300.88728849546,,,,
100.0,bigru,0.66,5,0.4387706655553768,6.206335383118183e-17,0.43877066555537686,0.43877066555537686,0.4999367658984156,0.0,0.4999367658984156,0.4999367658984156,0.5315845524207876,0.0,0.5315845524207876,0.5315845524207876,0.32800150393374733,0.01433507953079871,0.30783575376015626,0.34703321750120414,0.3705465376799987,0.015181451962137958,0.3486100715111978,0.3890602022363699,0.39025667979435374,0.01648507444934136,0.3657673605435333,0.40953459304993023,0.4362039874134984,0.016574760625081085,0.41265864152408266,0.4578702351489,0.44868135722092406,0.018146278615691184,0.4242147299984623,0.47455165580743536,0.5349743314375919,0.02145978607293533,0.5125738043948704,0.5705191488665232,3012.381084430878,169.0721180978977,2744.8653947087173,3201.148609058398,105505.78400081089,1304.5880558876918,103233.14112614306,106583.40393420673,0.4481351387335291,0.01840580253718058,0.4232343378415996,0.47455165580743536,0.5347782530062193,0.02171854743217268,0.5115934122380077,0.5705191488665232,3012.5748752682402,169.02960438759828,2745.376040054248,3201.443732251033,105506.13427636384,1304.590095784793,103233.44541058011,106583.55486627789,,,,
100.0,bigru,0.75,5,0.4387706655553768,6.206335383118183e-17,0.43877066555537686,0.43877066555537686,0.4999367658984156,0.0,0.4999367658984156,0.4999367658984156,0.5315845524207876,0.0,0.5315845524207876,0.5315845524207876,0.3321504813497883,0.013985016308241395,0.31192151813324,0.34800162341253243,0.3774200703052263,0.015996927474949352,0.35344780124830116,0.39581181690634776,0.39826391212153517,0.01752712591432761,0.37179556647111284,0.41797419634819527,0.4438082026943169,0.01630735179188786,0.41962075549763916,0.4644216594506544,0.45763274384891395,0.01839986198211249,0.43236732016249496,0.4835399950461046,0.5416791945316467,0.020707012286120575,0.5230877368412001,0.5772700221378835,2676.6296335779507,274.9669573277559,2378.354532266449,3030.2889358721727,104885.82535574675,1101.431625088012,103035.46494375665,105789.81347334398,0.45684843012342363,0.018746914083572146,0.4313869280056322,0.4835399950461046,0.5412870376689016,0.020992322492149246,0.5221073446843374,0.5772700221378835,2677.145837052361,275.06903230916936,2378.2879280992934,3030.9919824644103,104886.17452329374,1101.6427093345333,103035.43477261433,105790.01306723911,,,,
100.0,current_position_only_personal_retrieval,0.25,1,0.43877066555537686,0.0,0.43877066555537686,0.43877066555537686,0.4999367658984156,0.0,0.4999367658984156,0.4999367658984156,0.5315845524207876,0.0,0.5315845524207876,0.5315845524207876,0.22098096736842965,0.0,0.22098096736842965,0.22098096736842965,0.25398203179658846,0.0,0.25398203179658846,0.25398203179658846,0.2652356160144794,0.0,0.2652356160144794,0.2652356160144794,0.32024136842188133,0.0,0.32024136842188133,0.32024136842188133,0.3420863964025271,0.0,0.3420863964025271,0.3420863964025271,0.46490796178222643,0.0,0.46490796178222643,0.46490796178222643,4292.764538794897,0.0,4292.764538794897,4292.764538794897,101139.88095289544,0.0,101139.88095289544,101139.88095289544,0.3441742469719406,0.0,0.3441742469719406,0.3441742469719406,0.4663102948673592,0.0,0.4663102948673592,0.4663102948673592,4290.680898801919,0.0,4290.680898801919,4290.680898801919,101146.28332970662,0.0,101146.28332970662,101146.28332970662,0.0,0.0,0.0,0.0
100.0,current_position_only_personal_retrieval,0.5,1,0.43877066555537686,0.0,0.43877066555537686,0.43877066555537686,0.4999367658984156,0.0,0.4999367658984156,0.4999367658984156,0.5315845524207876,0.0,0.5315845524207876,0.5315845524207876,0.22407784502651878,0.0,0.22407784502651878,0.22407784502651878,0.24829262949040043,0.0,0.24829262949040043,0.24829262949040043,0.2626879354110735,0.0,0.2626879354110735,0.2626879354110735,0.2957070090809751,0.0,0.2957070090809751,0.2957070090809751,0.3204269776054864,0.0,0.3204269776054864,0.3204269776054864,0.45123748407746433,0.0,0.45123748407746433,0.45123748407746433,4089.2823835206405,0.0,4089.2823835206405,4089.2823835206405,76899.22547609896,0.0,76899.22547609896,76899.22547609896,0.31965072074627227,0.0,0.31965072074627227,0.31965072074627227,0.449187573204024,0.0,0.449187573204024,0.449187573204024,4100.845370776396,0.0,4100.845370776396,4100.845370776396,76901.21507367441,0.0,76901.21507367441,76901.21507367441,0.0,0.0,0.0,0.0
100.0,current_position_only_personal_retrieval,0.66,1,0.43877066555537686,0.0,0.43877066555537686,0.43877066555537686,0.4999367658984156,0.0,0.4999367658984156,0.4999367658984156,0.5315845524207876,0.0,0.5315845524207876,0.5315845524207876,0.2680633563255577,0.0,0.2680633563255577,0.2680633563255577,0.3013840715471476,0.0,0.3013840715471476,0.3013840715471476,0.3143224130628403,0.0,0.3143224130628403,0.3143224130628403,0.3615737356321919,0.0,0.3615737356321919,0.3615737356321919,0.38807012668960106,0.0,0.38807012668960106,0.38807012668960106,0.5087258181424712,0.0,0.5087258181424712,0.5087258181424712,3353.983291416228,0.0,3353.983291416228,3353.983291416228,72402.45475144553,0.0,72402.45475144553,72402.45475144553,0.3883068291008967,0.0,0.3883068291008967,0.3883068291008967,0.5033145627312158,0.0,0.5033145627312158,0.5033145627312158,3359.028571538009,0.0,3359.028571538009,3359.028571538009,72399.40399058792,0.0,72399.40399058792,72399.40399058792,0.0,0.0,0.0,0.0
100.0,current_position_only_personal_retrieval,0.75,1,0.43877066555537686,0.0,0.43877066555537686,0.43877066555537686,0.4999367658984156,0.0,0.4999367658984156,0.4999367658984156,0.5315845524207876,0.0,0.5315845524207876,0.5315845524207876,0.3013992750616493,0.0,0.3013992750616493,0.3013992750616493,0.3383552396190846,0.0,0.3383552396190846,0.3383552396190846,0.3526497173677491,0.0,0.3526497173677491,0.3526497173677491,0.408844993127366,0.0,0.408844993127366,0.408844993127366,0.43299592934153286,0.0,0.43299592934153286,0.43299592934153286,0.5704175369478094,0.0,0.5704175369478094,0.5704175369478094,2051.5900456360387,0.0,2051.5900456360387,2051.5900456360387,70271.86509548889,0.0,70271.86509548889,70271.86509548889,0.4329344791170438,0.0,0.4329344791170438,0.4329344791170438,0.5666157624301112,0.0,0.5666157624301112,0.5666157624301112,2066.923607737741,0.0,2066.923607737741,2066.923607737741,70269.53211036412,0.0,70269.53211036412,70269.53211036412,0.0,0.0,0.0,0.0
100.0,geometric_retrieval,0.25,1,0.43877066555537686,0.0,0.43877066555537686,0.43877066555537686,0.4999367658984156,0.0,0.4999367658984156,0.4999367658984156,0.5315845524207876,0.0,0.5315845524207876,0.5315845524207876,0.2584244799330298,0.0,0.2584244799330298,0.2584244799330298,0.2927999888687275,0.0,0.2927999888687275,0.2927999888687275,0.3041252043931329,0.0,0.3041252043931329,0.3041252043931329,0.3602418825827155,0.0,0.3602418825827155,0.3602418825827155,0.38128512760151717,0.0,0.38128512760151717,0.38128512760151717,0.4982248139507535,0.0,0.4982248139507535,0.4982248139507535,4034.5946857177405,0.0,4034.5946857177405,4034.5946857177405,97818.17854614573,0.0,97818.17854614573,97818.17854614573,0.38145098295909907,0.0,0.38145098295909907,0.38145098295909907,0.4982248139507535,0.0,0.4982248139507535,0.4982248139507535,4035.0658365728755,0.0,4035.0658365728755,4035.0658365728755,97816.12758763325,0.0,97816.12758763325,97816.12758763325,0.2324494998902082,0.0,0.2324494998902082,0.2324494998902082
100.0,geometric_retrieval,0.5,1,0.43877066555537686,0.0,0.43877066555537686,0.43877066555537686,0.4999367658984156,0.0,0.4999367658984156,0.4999367658984156,0.5315845524207876,0.0,0.5315845524207876,0.5315845524207876,0.28012259175327514,0.0,0.28012259175327514,0.28012259175327514,0.3147461665568103,0.0,0.3147461665568103,0.3147461665568103,0.3335612033519107,0.0,0.3335612033519107,0.3335612033519107,0.398850280250907,0.0,0.398850280250907,0.398850280250907,0.4170827424738882,0.0,0.4170827424738882,0.4170827424738882,0.535213388843376,0.0,0.535213388843376,0.535213388843376,3164.165351204699,0.0,3164.165351204699,3164.165351204699,92695.44852491765,0.0,92695.44852491765,92695.44852491765,0.41668194829889954,0.0,0.41668194829889954,0.41668194829889954,0.535213388843376,0.0,0.535213388843376,0.535213388843376,3168.6868063931,0.0,3168.6868063931,3168.6868063931,92689.47524036843,0.0,92689.47524036843,92689.47524036843,0.2346821129322052,0.0,0.2346821129322052,0.2346821129322052
100.0,geometric_retrieval,0.66,1,0.43877066555537686,0.0,0.43877066555537686,0.43877066555537686,0.4999367658984156,0.0,0.4999367658984156,0.4999367658984156,0.5315845524207876,0.0,0.5315845524207876,0.5315845524207876,0.27925168223851593,0.0,0.27925168223851593,0.27925168223851593,0.31943353082417336,0.0,0.31943353082417336,0.31943353082417336,0.33519840777386634,0.0,0.33519840777386634,0.33519840777386634,0.3983791356213491,0.0,0.3983791356213491,0.3983791356213491,0.4264121333799411,0.0,0.4264121333799411,0.4264121333799411,0.5435827997774609,0.0,0.5435827997774609,0.5435827997774609,2996.63551666821,0.0,2996.63551666821,2996.63551666821,76387.48041417408,0.0,76387.48041417408,76387.48041417408,0.42479468351595834,0.0,0.42479468351595834,0.42479468351595834,0.5435827997774609,0.0,0.5435827997774609,0.5435827997774609,3003.900497081559,0.0,3003.900497081559,3003.900497081559,76384.16361215142,0.0,76384.16361215142,76384.16361215142,0.23700925521552563,0.0,0.23700925521552563,0.23700925521552563
