quantity,bootstrap_mean,ci_low,ci_high,ci_low_first_half,ci_high_first_half
rate|current_position_only_personal_retrieval|0.50,0.3000888063101891,0.23775370357121556,0.3660760572788189,0.23834348380966236,0.3661301329151243
rate|current_position_only_personal_retrieval|0.66,0.3485109311430251,0.27354468274856836,0.4288049541290715,0.2751442559166667,0.43037978977377667
rate|current_position_only_personal_retrieval|0.75,0.392310918685088,0.3096291639432908,0.4770809749318592,0.3118122632264931,0.47689071876911066
primary_mean_rate|current_position_only_personal_retrieval,0.33679207290389207,0.26831157994988086,0.4091830797434225,0.26921459783112417,0.4095481297650923
change75_25|current_position_only_personal_retrieval,0.08605328320782203,0.04265488737526433,0.13224306814419073,0.043261175811191654,0.13247253400699177
difference|geometric_retrieval|probabilistic_grid_pattern_retrieval|0.25,-0.05117667276883018,-0.08701913206739341,-0.019743819920355808,-0.08730312575586127,-0.01952887443946841
difference|geometric_retrieval|probabilistic_grid_pattern_retrieval|0.50,-0.038891800196733724,-0.0725756047571322,-0.0064852318457431805,-0.0728264909796204,-0.006308367316579359
difference|geometric_retrieval|probabilistic_grid_pattern_retrieval|0.66,-0.0429870166083879,-0.07688518479317438,-0.012548262373021334,-0.0770710293252334,-0.01192935996602432
difference|geometric_retrieval|probabilistic_grid_pattern_retrieval|0.75,-0.029727119636415705,-0.06380490862249176,0.000259258110366557,-0.06347418618183749,0.00028099341614518846
primary_mean_difference|geometric_retrieval|probabilistic_grid_pattern_retrieval,-0.040695652302591874,-0.06981512608364371,-0.015434952560250726,-0.06949078388588795,-0.015362315626402964
interaction75_25|geometric_retrieval|probabilistic_grid_pattern_retrieval,0.021449553132414475,-0.014348969127212514,0.056662576420935466,-0.014345180236922469,0.05595173266619907
difference|geometric_retrieval|tsmini|0.25,0.010323135508625902,-0.02180163044176046,0.04393252004011332,-0.021596488745304784,0.04409306099558698
difference|geometric_retrieval|tsmini|0.50,0.01079858130422824,-0.019576004676320237,0.04189079469685048,-0.019913734137926156,0.04223143123744484
difference|geometric_retrieval|tsmini|0.66,0.003746417397059105,-0.029837780449361927,0.03715256151876906,-0.029939682784306507,0.03688589572039122
difference|geometric_retrieval|tsmini|0.75,0.009233115750300055,-0.021549136406123288,0.03886273022679981,-0.0211506797489435,0.038959520390211534
primary_mean_difference|geometric_retrieval|tsmini,0.008525312490053324,-0.016020176401475426,0.03192968893083629,-0.015983085161899797,0.03181225806959383
interaction75_25|geometric_retrieval|tsmini,-0.0010900197583258464,-0.04513019420489715,0.03898293074961486,-0.04421814086441513,0.03896731400561103
difference|geometric_retrieval|recurrent|0.25,-0.02608514472849458,-0.0639814436382247,0.008740630906765783,-0.06378819140541077,0.00861277997074022
difference|geometric_retrieval|recurrent|0.50,-0.033344685315367995,-0.06828229883726405,-0.0017129851655868816,-0.06789428063469694,-0.002335490715930548
difference|geometric_retrieval|recurrent|0.66,-0.02883366401248717,-0.06725776862235756,0.008024009046876758,-0.06662880009127375,0.007440083906547634
difference|geometric_retrieval|recurrent|0.75,-0.019453970457548188,-0.057012912446669534,0.01744049258869417,-0.05617012956540687,0.017604367001516436
