analogue_threshold_quantile,analogue_availability,method,ratio,users,trips,user_macro_hit_r90,trip_weighted_hit_r90,user_macro_within_200m,user_macro_within_1000m,mean_user_median_error_m
0.95,no_close_train_analogue,last_observed_point,0.66,24,134,0.03619123931623932,0.029850746268656716,0.1108440170940171,0.18028846153846154,149127.1160653565
0.95,no_close_train_analogue,last_observed_point,0.75,24,132,0.04764492753623189,0.03787878787878788,0.08029450018580453,0.14253344481605348,158306.55649690525
0.95,no_close_train_analogue,most_frequent_personal_destination,0.25,25,125,0.14695238095238097,0.184,0.16528571428571429,0.19099999999999998,186325.2690468803
0.95,no_close_train_analogue,most_frequent_personal_destination,0.5,24,122,0.1655982905982906,0.16393442622950818,0.1889957264957265,0.24027777777777778,196052.26429482386
0.95,no_close_train_analogue,most_frequent_personal_destination,0.66,24,134,0.14297205411335848,0.16417910447761194,0.17137941064571502,0.2087725730388774,199293.13349854609
0.95,no_close_train_analogue,most_frequent_personal_destination,0.75,24,132,0.14713210702341137,0.18181818181818182,0.16649108138238572,0.22792270531400968,215871.82656272632
0.95,no_close_train_analogue,nearest_known_destination_to_current_point,0.25,25,125,0.055999999999999994,0.04,0.055999999999999994,0.08995238095238095,133508.1515409084
0.95,no_close_train_analogue,nearest_known_destination_to_current_point,0.5,24,122,0.03819444444444444,0.02459016393442623,0.04652777777777778,0.10902777777777778,139567.208806364
0.95,no_close_train_analogue,nearest_known_destination_to_current_point,0.66,24,134,0.03619123931623932,0.029850746268656716,0.1108440170940171,0.18028846153846154,149127.1160653565
0.95,no_close_train_analogue,nearest_known_destination_to_current_point,0.75,24,132,0.04764492753623189,0.03787878787878788,0.08029450018580453,0.14253344481605348,158306.55649690525
0.95,no_close_train_analogue,probabilistic_grid_pattern_retrieval,0.25,25,125,0.1635714285714286,0.168,0.16857142857142857,0.2369047619047619,167658.60105643942
0.95,no_close_train_analogue,probabilistic_grid_pattern_retrieval,0.5,24,122,0.159107905982906,0.12295081967213115,0.17913995726495727,0.23998397435897437,161703.9632145405
0.95,no_close_train_analogue,probabilistic_grid_pattern_retrieval,0.66,24,134,0.13066156367786802,0.1044776119402985,0.1544138530551574,0.19630945745076178,150863.1707896736
0.95,no_close_train_analogue,probabilistic_grid_pattern_retrieval,0.75,24,132,0.13612783351913785,0.12878787878787878,0.15114920104050542,0.19240988480118915,164586.86526241663
0.95,no_close_train_analogue,tsmini,0.25,25,125,0.09683809523809524,0.0944,0.10450476190476192,0.1731047619047619,201917.70213309227
