analysis,stratum,ratio,quantity,method,reference_method,bootstrap_mean,ci_low,ci_high,users,trips
prefix_analogue_q90,no_close_train_analogue,0.5,difference,most_frequent_personal_destination,nearest_known_destination_to_current_point,0.2105030712280024,0.07776737368945624,0.35050321167078746,31,213
prefix_analogue_q90,no_close_train_analogue,0.5,difference,most_frequent_personal_destination,probabilistic_grid_pattern_retrieval,0.12003697382129783,0.002824928602917199,0.2508865114960941,31,213
prefix_analogue_q90,no_close_train_analogue,0.5,difference,most_frequent_personal_destination,tsmini,0.11296150066194609,0.014978118471239928,0.227288199150628,31,213
prefix_analogue_q90,no_close_train_analogue,0.5,difference,nearest_known_destination_to_current_point,probabilistic_grid_pattern_retrieval,-0.0904660974067046,-0.19681137753244016,0.00635150296677802,31,213
prefix_analogue_q90,no_close_train_analogue,0.5,difference,nearest_known_destination_to_current_point,tsmini,-0.09754157056605635,-0.1843884158746588,-0.023817510288572912,31,213
prefix_analogue_q90,no_close_train_analogue,0.5,difference,probabilistic_grid_pattern_retrieval,tsmini,-0.007075473159351729,-0.064365917236885,0.04460697856855353,31,213
prefix_analogue_q90,no_close_train_analogue,0.66,rate,recurrent,,0.17426906212178625,0.09231421667413046,0.27195023044484246,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,rate,current_position_only_personal_retrieval,,0.15377680334512228,0.0708327346743295,0.2557510736390046,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,rate,geometric_retrieval,,0.10912303297755885,0.034482758620689655,0.20605885673234814,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,rate,last_observed_point,,0.041775188834154355,0.005090311986863711,0.09631619458128077,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,rate,most_frequent_personal_destination,,0.1987345280725022,0.09697056176582039,0.3185516530882908,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,rate,nearest_known_destination_to_current_point,,0.041775188834154355,0.005090311986863711,0.09631619458128077,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,rate,probabilistic_grid_pattern_retrieval,,0.1457289407288114,0.0643287124752642,0.24496579091406676,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,rate,tsmini,,0.12961801337838408,0.059433955412403684,0.2211518883415435,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,recurrent,current_position_only_personal_retrieval,0.020492258776663955,-0.05077013049211318,0.08809105800808392,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,recurrent,geometric_retrieval,0.06514602914422743,0.022581691297208564,0.11654717696097014,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,recurrent,last_observed_point,0.1324938732876319,0.058888105189829336,0.2234141616286013,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,recurrent,most_frequent_personal_destination,-0.024465465950715946,-0.10431783506244714,0.052543622804398595,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,recurrent,nearest_known_destination_to_current_point,0.1324938732876319,0.058888105189829336,0.2234141616286013,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,recurrent,probabilistic_grid_pattern_retrieval,0.028540121392974845,-0.006925978475547423,0.07033147204806689,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,recurrent,tsmini,0.04465104874340219,0.010706112852664575,0.08732020852710508,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,current_position_only_personal_retrieval,geometric_retrieval,0.04465377036756347,-0.030870331775504186,0.12235632183908042,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,current_position_only_personal_retrieval,last_observed_point,0.11200161451096796,0.03735558502799883,0.20938842706622876,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,current_position_only_personal_retrieval,most_frequent_personal_destination,-0.0449577247273799,-0.14564632804934527,0.04246818555008207,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,current_position_only_personal_retrieval,nearest_known_destination_to_current_point,0.11200161451096796,0.03735558502799883,0.20938842706622876,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,current_position_only_personal_retrieval,probabilistic_grid_pattern_retrieval,0.008047862616310894,-0.061824712643678156,0.07950670498084286,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,current_position_only_personal_retrieval,tsmini,0.02415878996673824,-0.03814490968801314,0.09210332854406132,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,geometric_retrieval,last_observed_point,0.06734784414340449,0.0028217364532019708,0.15640462506841815,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,geometric_retrieval,most_frequent_personal_destination,-0.08961149509494337,-0.19256627352532524,0.00041687718411851006,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,geometric_retrieval,nearest_known_destination_to_current_point,0.06734784414340449,0.0028217364532019708,0.15640462506841815,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,geometric_retrieval,probabilistic_grid_pattern_retrieval,-0.03660590775125258,-0.08336201633615425,-0.004568228706159749,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,geometric_retrieval,tsmini,-0.020494980400825234,-0.06819348659003831,0.020936655298724228,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,last_observed_point,most_frequent_personal_destination,-0.15695933923834784,-0.2809057710727969,-0.043303571428571504,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,last_observed_point,nearest_known_destination_to_current_point,0.0,0.0,0.0,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,last_observed_point,probabilistic_grid_pattern_retrieval,-0.10395375189465708,-0.19734858532272329,-0.030102094385499576,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,last_observed_point,tsmini,-0.08784282454422972,-0.17930685550082104,-0.015764620437034263,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,most_frequent_personal_destination,nearest_known_destination_to_current_point,0.15695933923834784,0.043303571428571434,0.2809057710727967,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,most_frequent_personal_destination,probabilistic_grid_pattern_retrieval,0.053005587343690784,-0.0383420566502463,0.15600805623973724,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,most_frequent_personal_destination,tsmini,0.06911651469411813,-0.00860739942528734,0.1665518530798703,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,nearest_known_destination_to_current_point,probabilistic_grid_pattern_retrieval,-0.10395375189465708,-0.19734858532272329,-0.030102094385499576,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,nearest_known_destination_to_current_point,tsmini,-0.08784282454422972,-0.17930685550082104,-0.015764620437034263,29,212
prefix_analogue_q90,no_close_train_analogue,0.66,difference,probabilistic_grid_pattern_retrieval,tsmini,0.016110927350427347,-0.014315620921224383,0.05194150246305416,29,212
prefix_analogue_q90,no_close_train_analogue,0.75,rate,recurrent,,0.19722988357442922,0.1048137777040641,0.3071567568281963,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,rate,current_position_only_personal_retrieval,,0.14291104811903496,0.06516443571048834,0.23918043846991216,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,rate,geometric_retrieval,,0.14195242821700713,0.05158730158730159,0.2536127946127946,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,rate,last_observed_point,,0.058834764797093736,0.016285774410774414,0.11622819200779726,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,rate,most_frequent_personal_destination,,0.21123763326393818,0.10299142743221691,0.3375180375180375,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,rate,nearest_known_destination_to_current_point,,0.058834764797093736,0.016285774410774414,0.11622819200779726,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,rate,probabilistic_grid_pattern_retrieval,,0.16787245767828662,0.07629871079213185,0.2778863921166552,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,rate,tsmini,,0.14821775318346372,0.06279142458418774,0.25445644540644535,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,recurrent,current_position_only_personal_retrieval,0.054318835455394274,-0.02557831019170028,0.1517161701602491,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,recurrent,geometric_retrieval,0.05527745535742207,0.013727392977392951,0.10504388449957333,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,recurrent,last_observed_point,0.13839511877733549,0.04787420422714538,0.24987976719129965,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,recurrent,most_frequent_personal_destination,-0.014007749689508976,-0.07448052283114208,0.042864522882518165,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,recurrent,nearest_known_destination_to_current_point,0.13839511877733549,0.04787420422714538,0.24987976719129965,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,recurrent,probabilistic_grid_pattern_retrieval,0.029357425896142614,-0.01342793629945322,0.0801422701324017,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,recurrent,tsmini,0.049012130390965525,0.012467039442039462,0.09608597851953117,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,current_position_only_personal_retrieval,geometric_retrieval,0.0009586199020277957,-0.10392719962785754,0.09492736576289212,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,current_position_only_personal_retrieval,last_observed_point,0.08407628332194123,0.008872939925571513,0.17806818181818174,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,current_position_only_personal_retrieval,most_frequent_personal_destination,-0.06832658514490325,-0.18780199049316698,0.033780934901871354,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,current_position_only_personal_retrieval,nearest_known_destination_to_current_point,0.08407628332194123,0.008872939925571513,0.17806818181818174,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,current_position_only_personal_retrieval,probabilistic_grid_pattern_retrieval,-0.02496140955925166,-0.12879079327105644,0.06893590985038349,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,current_position_only_personal_retrieval,tsmini,-0.005306705064428752,-0.10819960602263233,0.08665068827371458,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,geometric_retrieval,last_observed_point,0.08311766341991342,-0.010295032087795237,0.19788546176046173,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,geometric_retrieval,most_frequent_personal_destination,-0.06928520504693104,-0.1599361804131541,0.003452727183377328,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,geometric_retrieval,nearest_known_destination_to_current_point,0.08311766341991342,-0.010295032087795237,0.19788546176046173,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,geometric_retrieval,probabilistic_grid_pattern_retrieval,-0.02592002946127946,-0.06730113636363637,0.004882154882154904,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,geometric_retrieval,tsmini,-0.006265324966456548,-0.041133922242474905,0.03040300625300624,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,last_observed_point,most_frequent_personal_destination,-0.15240286846684445,-0.2899583713070555,-0.03040659627753285,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,last_observed_point,nearest_known_destination_to_current_point,0.0,0.0,0.0,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,last_observed_point,probabilistic_grid_pattern_retrieval,-0.10903769288119287,-0.21986132629553679,-0.01673523929773934,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,last_observed_point,tsmini,-0.08938298838636997,-0.2015249791144528,0.002661293384977566,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,most_frequent_personal_destination,nearest_known_destination_to_current_point,0.15240286846684445,0.03040659627753282,0.2899583713070554,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,most_frequent_personal_destination,probabilistic_grid_pattern_retrieval,0.04336517558565159,-0.03894441987321247,0.13888924070425618,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,most_frequent_personal_destination,tsmini,0.0630198800804745,-0.006843450482266261,0.15426796719219318,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,nearest_known_destination_to_current_point,probabilistic_grid_pattern_retrieval,-0.10903769288119287,-0.21986132629553679,-0.01673523929773934,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,nearest_known_destination_to_current_point,tsmini,-0.08938298838636997,-0.2015249791144528,0.002661293384977566,30,216
prefix_analogue_q90,no_close_train_analogue,0.75,difference,probabilistic_grid_pattern_retrieval,tsmini,0.019654704494822907,-0.0076051112630060305,0.053442417913470555,30,216
prefix_analogue_q90,train_analogue_present,0.25,rate,recurrent,,0.4051200936947708,0.33495203306858445,0.4774639614807302,37,1278
prefix_analogue_q90,train_analogue_present,0.25,rate,current_position_only_personal_retrieval,,0.342534500395074,0.28379443950534566,0.4034562957926386,37,1278
prefix_analogue_q90,train_analogue_present,0.25,rate,geometric_retrieval,,0.43060232015557487,0.3639206226717335,0.4997071298608224,37,1278
prefix_analogue_q90,train_analogue_present,0.25,rate,last_observed_point,,0.09185580651226677,0.059663468867133536,0.12892525363903623,37,1278
prefix_analogue_q90,train_analogue_present,0.25,rate,most_frequent_personal_destination,,0.3581682716651602,0.2886794814950601,0.4262181995658827,37,1278
prefix_analogue_q90,train_analogue_present,0.25,rate,nearest_known_destination_to_current_point,,0.09185580651226677,0.059663468867133536,0.12892525363903623,37,1278
prefix_analogue_q90,train_analogue_present,0.25,rate,probabilistic_grid_pattern_retrieval,,0.457536292451187,0.38478104452278133,0.5315561767570892,37,1278
prefix_analogue_q90,train_analogue_present,0.25,rate,tsmini,,0.38741422526519137,0.3212813715081517,0.45792310356234156,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,recurrent,current_position_only_personal_retrieval,0.0625855932996968,0.005203391807325227,0.11985693267264806,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,recurrent,geometric_retrieval,-0.02548222646080403,-0.0754421129340451,0.022444722993170556,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,recurrent,last_observed_point,0.31326428718250404,0.2414743223174703,0.3894434396276416,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,recurrent,most_frequent_personal_destination,0.04695182202961062,-0.005836695187295792,0.10215289758359018,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,recurrent,nearest_known_destination_to_current_point,0.31326428718250404,0.2414743223174703,0.3894434396276416,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,recurrent,probabilistic_grid_pattern_retrieval,-0.052416198756416246,-0.10061885322956368,-0.00851300548904624,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,recurrent,tsmini,0.017705868429579462,-0.028989051173102312,0.06417291582025057,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,current_position_only_personal_retrieval,geometric_retrieval,-0.08806781976050083,-0.13465225884454768,-0.042611727178405626,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,current_position_only_personal_retrieval,last_observed_point,0.2506786938828073,0.18011136349019186,0.3227475433778993,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,current_position_only_personal_retrieval,most_frequent_personal_destination,-0.015633771270086177,-0.08596178440378324,0.05638411798122437,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,current_position_only_personal_retrieval,nearest_known_destination_to_current_point,0.2506786938828073,0.18011136349019186,0.3227475433778993,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,current_position_only_personal_retrieval,probabilistic_grid_pattern_retrieval,-0.11500179205611302,-0.16957555164446778,-0.06116573960550833,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,current_position_only_personal_retrieval,tsmini,-0.04487972487011733,-0.0896411508223692,-0.0017495997690149406,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,geometric_retrieval,last_observed_point,0.33874651364330804,0.2634425471873149,0.4157399856864596,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,geometric_retrieval,most_frequent_personal_destination,0.07243404849041465,-1.1269248723466072e-05,0.14783448335019894,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,geometric_retrieval,nearest_known_destination_to_current_point,0.33874651364330804,0.2634425471873149,0.4157399856864596,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,geometric_retrieval,probabilistic_grid_pattern_retrieval,-0.02693397229561221,-0.07437668433461612,0.02358289677459738,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,geometric_retrieval,tsmini,0.04318809489038349,0.018614178025224245,0.06895296534853633,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,last_observed_point,most_frequent_personal_destination,-0.2663124651528935,-0.338992320957557,-0.19150459282662774,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,last_observed_point,nearest_known_destination_to_current_point,0.0,0.0,0.0,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,last_observed_point,probabilistic_grid_pattern_retrieval,-0.36568048593892033,-0.4451026606108048,-0.28846219877468665,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,last_observed_point,tsmini,-0.2955584187529246,-0.37386498126879236,-0.21817328557813706,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,most_frequent_personal_destination,nearest_known_destination_to_current_point,0.2663124651528935,0.19150459282662774,0.338992320957557,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,most_frequent_personal_destination,probabilistic_grid_pattern_retrieval,-0.09936802078602686,-0.1636144546429025,-0.03686594539564447,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,most_frequent_personal_destination,tsmini,-0.02924595360003115,-0.10440572157778077,0.04433745538186575,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,nearest_known_destination_to_current_point,probabilistic_grid_pattern_retrieval,-0.36568048593892033,-0.4451026606108048,-0.28846219877468665,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,nearest_known_destination_to_current_point,tsmini,-0.2955584187529246,-0.37386498126879236,-0.21817328557813706,37,1278
prefix_analogue_q90,train_analogue_present,0.25,difference,probabilistic_grid_pattern_retrieval,tsmini,0.0701220671859957,0.02620058450603404,0.11331022862204693,37,1278
prefix_analogue_q90,train_analogue_present,0.5,rate,recurrent,,0.456270662473215,0.38874141257634376,0.525255448447578,37,1262
prefix_analogue_q90,train_analogue_present,0.5,rate,current_position_only_personal_retrieval,,0.36960114393778015,0.3067247661120976,0.43588282006489365,37,1262
prefix_analogue_q90,train_analogue_present,0.5,rate,geometric_retrieval,,0.4391711919674056,0.3684625878250399,0.5100328457557348,37,1262
prefix_analogue_q90,train_analogue_present,0.5,rate,last_observed_point,,0.14207750118846915,0.0990386181894246,0.1888871664257322,37,1262
prefix_analogue_q90,train_analogue_present,0.5,rate,most_frequent_personal_destination,,0.3569851625077892,0.2884515730878185,0.4247398349615229,37,1262
prefix_analogue_q90,train_analogue_present,0.5,rate,nearest_known_destination_to_current_point,,0.14207750118846915,0.0990386181894246,0.1888871664257322,37,1262
prefix_analogue_q90,train_analogue_present,0.5,rate,probabilistic_grid_pattern_retrieval,,0.47350338393085595,0.4034293225714029,0.545828959313275,37,1262
prefix_analogue_q90,train_analogue_present,0.5,rate,tsmini,,0.43247762208118284,0.36544360742498244,0.5004799292137423,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,recurrent,current_position_only_personal_retrieval,0.08666951853543475,0.04345618741782029,0.1306826935961346,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,recurrent,geometric_retrieval,0.01709947050580937,-0.02250969819147566,0.059288539270339544,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,recurrent,last_observed_point,0.3141931612847457,0.2371171303306613,0.39436752821565446,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,recurrent,most_frequent_personal_destination,0.09928549996542577,0.03864414871267448,0.16326662632966069,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,recurrent,nearest_known_destination_to_current_point,0.3141931612847457,0.2371171303306613,0.39436752821565446,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,recurrent,probabilistic_grid_pattern_retrieval,-0.017232721457640925,-0.04909282595770508,0.015935112247508394,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,recurrent,tsmini,0.02379304039203209,-0.010819527817190411,0.06038069453504749,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,current_position_only_personal_retrieval,geometric_retrieval,-0.06957004802962538,-0.12109608687869504,-0.019094144073638505,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,current_position_only_personal_retrieval,last_observed_point,0.227523642749311,0.15319145014575605,0.30640642882625546,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,current_position_only_personal_retrieval,most_frequent_personal_destination,0.012615981429991001,-0.05567055666830388,0.0859051009107473,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,current_position_only_personal_retrieval,nearest_known_destination_to_current_point,0.227523642749311,0.15319145014575605,0.30640642882625546,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,current_position_only_personal_retrieval,probabilistic_grid_pattern_retrieval,-0.10390223999307568,-0.15830148836897834,-0.05028319070114859,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,current_position_only_personal_retrieval,tsmini,-0.06287647814340268,-0.10831942850604719,-0.019854839539892116,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,geometric_retrieval,last_observed_point,0.2970936907789364,0.21796266962504462,0.37821813504093815,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,geometric_retrieval,most_frequent_personal_destination,0.08218602945961638,0.002947362981791599,0.16349330593327294,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,geometric_retrieval,nearest_known_destination_to_current_point,0.2970936907789364,0.21796266962504462,0.37821813504093815,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,geometric_retrieval,probabilistic_grid_pattern_retrieval,-0.0343321919634503,-0.07678111674235097,0.008440167775354435,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,geometric_retrieval,tsmini,0.006693569886222718,-0.018191210589918558,0.03128805256604997,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,last_observed_point,most_frequent_personal_destination,-0.21490766131932001,-0.29679457651792457,-0.13449231076683252,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,last_observed_point,nearest_known_destination_to_current_point,0.0,0.0,0.0,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,last_observed_point,probabilistic_grid_pattern_retrieval,-0.3314258827423867,-0.41262518446984886,-0.2505821313055533,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,last_observed_point,tsmini,-0.29040012089271366,-0.37026944066092077,-0.21431659433817077,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,most_frequent_personal_destination,nearest_known_destination_to_current_point,0.21490766131932001,0.13449231076683252,0.29679457651792457,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,most_frequent_personal_destination,probabilistic_grid_pattern_retrieval,-0.11651822142306668,-0.18492883956216638,-0.05126329148927877,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,most_frequent_personal_destination,tsmini,-0.07549245957339368,-0.14967090504524702,-0.004060334240709592,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,nearest_known_destination_to_current_point,probabilistic_grid_pattern_retrieval,-0.3314258827423867,-0.41262518446984886,-0.2505821313055533,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,nearest_known_destination_to_current_point,tsmini,-0.29040012089271366,-0.37026944066092077,-0.21431659433817077,37,1262
prefix_analogue_q90,train_analogue_present,0.5,difference,probabilistic_grid_pattern_retrieval,tsmini,0.04102576184967302,0.0035037914404299738,0.0782336915601731,37,1262
prefix_analogue_q90,train_analogue_present,0.66,rate,recurrent,,0.4841211592374271,0.4190074096331346,0.5502605818855928,37,1263
prefix_analogue_q90,train_analogue_present,0.66,rate,current_position_only_personal_retrieval,,0.46591037627388404,0.3969821844798395,0.5365614776794263,37,1263
prefix_analogue_q90,train_analogue_present,0.66,rate,geometric_retrieval,,0.4784375939590406,0.40522730268015855,0.5518039208309065,37,1263
prefix_analogue_q90,train_analogue_present,0.66,rate,last_observed_point,,0.22220454308555398,0.1647966617383109,0.2851426661254514,37,1263
prefix_analogue_q90,train_analogue_present,0.66,rate,most_frequent_personal_destination,,0.3611458183284683,0.29261805742444513,0.4290383805996647,37,1263
prefix_analogue_q90,train_analogue_present,0.66,rate,nearest_known_destination_to_current_point,,0.22220454308555398,0.1647966617383109,0.2851426661254514,37,1263
prefix_analogue_q90,train_analogue_present,0.66,rate,probabilistic_grid_pattern_retrieval,,0.4993030790157519,0.4282695562071618,0.5705792254612144,37,1263
prefix_analogue_q90,train_analogue_present,0.66,rate,tsmini,,0.4740793657753169,0.40577774547976725,0.5422997044009193,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,recurrent,current_position_only_personal_retrieval,0.018210782963543053,-0.02006977837136413,0.05561262134751877,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,recurrent,geometric_retrieval,0.005683565278386488,-0.03300084843500208,0.04596681366503898,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,recurrent,last_observed_point,0.26191661615187306,0.18070009717381944,0.3472571708568931,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,recurrent,most_frequent_personal_destination,0.12297534090895879,0.06081857914432825,0.19043396225023626,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,recurrent,nearest_known_destination_to_current_point,0.26191661615187306,0.18070009717381944,0.3472571708568931,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,recurrent,probabilistic_grid_pattern_retrieval,-0.015181919778324834,-0.045044392371812306,0.014571578648642785,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,recurrent,tsmini,0.010041793462110225,-0.022061946612043398,0.04221860198708748,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,current_position_only_personal_retrieval,geometric_retrieval,-0.012527217685156565,-0.054412750113722354,0.028878851972492663,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,current_position_only_personal_retrieval,last_observed_point,0.24370583318833006,0.16361338660548674,0.32946347409551674,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,current_position_only_personal_retrieval,most_frequent_personal_destination,0.10476455794541571,0.02800071814936063,0.18577708450743283,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,current_position_only_personal_retrieval,nearest_known_destination_to_current_point,0.24370583318833006,0.16361338660548674,0.32946347409551674,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,current_position_only_personal_retrieval,probabilistic_grid_pattern_retrieval,-0.03339270274186788,-0.08179790854398543,0.015779015352921012,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,current_position_only_personal_retrieval,tsmini,-0.008168989501432827,-0.05216741031736497,0.031994575846906424,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,geometric_retrieval,last_observed_point,0.25623305087348663,0.17107107235480903,0.34612171739796593,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,geometric_retrieval,most_frequent_personal_destination,0.11729177563057229,0.03648274034058301,0.2037734026634465,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,geometric_retrieval,nearest_known_destination_to_current_point,0.25623305087348663,0.17107107235480903,0.34612171739796593,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,geometric_retrieval,probabilistic_grid_pattern_retrieval,-0.020865485056711323,-0.06177345645848991,0.020645656842343936,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,geometric_retrieval,tsmini,0.004358228183723736,-0.02005459603496371,0.02800338665844781,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,last_observed_point,most_frequent_personal_destination,-0.13894127524291433,-0.22904428374446553,-0.04791152539556833,37,1263
prefix_analogue_q90,train_analogue_present,0.66,difference,last_observed_point,nearest_known_destination_to_current_point,0.0,0.0,0.0,37,1263
