prefix_familiarity,ratio,observed_difference,bootstrap_mean,ci_low,ci_high,users,cases
analogue_present,0.25,0.060479958502557,0.0606739654267855,0.0190193035855651,0.1078674782520504,37,1278
analogue_present,0.5,0.0608249291870314,0.0608897606571195,0.0157515677580227,0.106398489085329,37,1262
analogue_present,0.66,0.0016017602756456,0.0017738611993769,-0.0270327822595658,0.0310076563602896,37,1263
analogue_present,0.75,-0.0117373250525549,-0.0116598238499128,-0.0409793023940933,0.0128021867364092,37,1259
no_close_analogue,0.25,0.0683571483571483,0.0688388468404597,-0.0137182678069774,0.1538094023658539,30,197
no_close_analogue,0.5,-0.0702639022373367,-0.0700479823444529,-0.1890202136573104,0.0344803072744249,31,213
no_close_analogue,0.66,-0.0460706917603469,-0.045972778830365,-0.1115902751463096,0.0036961206896551,29,212
no_close_analogue,0.75,-0.0088352193615351,-0.0083380130882762,-0.0752287537024379,0.0570399863294599,30,216
