quantity,bootstrap_mean,ci_low,ci_high,ci_low_first_half,ci_high_first_half
difference|most_frequent_personal_destination|current_position_only_personal_retrieval|0.25,0.029313448637084242,-0.037692915236056536,0.09424240107883713,-0.03539733698290871,0.09474535340129357
difference|most_frequent_personal_destination|current_position_only_personal_retrieval|0.50,-0.007304379718737997,-0.0764544282238553,0.05625072842397792,-0.0751427401497497,0.05727971509927542
difference|most_frequent_personal_destination|current_position_only_personal_retrieval|0.66,-0.08519024371843223,-0.1603474814466342,-0.015423807335191081,-0.16026242324540946,-0.015912313690531543
difference|most_frequent_personal_destination|current_position_only_personal_retrieval|0.75,-0.10307881380833107,-0.18740090962094755,-0.025172875001100686,-0.18745681913848045,-0.025172875001100686
primary_mean_difference|most_frequent_personal_destination|current_position_only_personal_retrieval,-0.041564997152104266,-0.10999666874654494,0.021154194864319895,-0.10984425883617045,0.020976895280040847
interaction75_25|most_frequent_personal_destination|current_position_only_personal_retrieval,-0.1323922624454153,-0.18401121827958195,-0.0820826109860048,-0.1846340474465506,-0.08216380590257506
difference|nearest_known_destination_to_current_point|last_observed_point|0.25,0.0,0.0,0.0,0.0,0.0
difference|nearest_known_destination_to_current_point|last_observed_point|0.50,0.0,0.0,0.0,0.0,0.0
difference|nearest_known_destination_to_current_point|last_observed_point|0.66,0.0,0.0,0.0,0.0,0.0
difference|nearest_known_destination_to_current_point|last_observed_point|0.75,0.0,0.0,0.0,0.0,0.0
primary_mean_difference|nearest_known_destination_to_current_point|last_observed_point,0.0,0.0,0.0,0.0,0.0
interaction75_25|nearest_known_destination_to_current_point|last_observed_point,0.0,0.0,0.0,0.0,0.0
difference|nearest_known_destination_to_current_point|current_position_only_personal_retrieval|0.25,-0.22059215850309274,-0.2892314540391479,-0.15335336264372076,-0.2892551293151827,-0.15395002147740222
difference|nearest_known_destination_to_current_point|current_position_only_personal_retrieval|0.50,-0.21258513773223423,-0.2857619125606989,-0.14377996815141986,-0.28611833375191364,-0.14452119134085237
difference|nearest_known_destination_to_current_point|current_position_only_personal_retrieval|0.66,-0.23063637382599,-0.30684950360786184,-0.16060504687525337,-0.3084452065438185,-0.16183717621753863
difference|nearest_known_destination_to_current_point|current_position_only_personal_retrieval|0.75,-0.17618486183466112,-0.23850831014179202,-0.11640327378620681,-0.2398433499359901,-0.11671143758615252
primary_mean_difference|nearest_known_destination_to_current_point|current_position_only_personal_retrieval,-0.2099996329739945,-0.2721662151739341,-0.1530977492949136,-0.2724564385800624,-0.1535128459330772
interaction75_25|nearest_known_destination_to_current_point|current_position_only_personal_retrieval,0.04440729666843165,-0.01622047909988334,0.10303310334251936,-0.016326107491743215,0.10386717248164351
difference|last_observed_point|current_position_only_personal_retrieval|0.25,-0.22059215850309274,-0.2892314540391479,-0.15335336264372076,-0.2892551293151827,-0.15395002147740222
difference|last_observed_point|current_position_only_personal_retrieval|0.50,-0.21258513773223423,-0.2857619125606989,-0.14377996815141986,-0.28611833375191364,-0.14452119134085237
difference|last_observed_point|current_position_only_personal_retrieval|0.66,-0.23063637382599,-0.30684950360786184,-0.16060504687525337,-0.3084452065438185,-0.16183717621753863
difference|last_observed_point|current_position_only_personal_retrieval|0.75,-0.17618486183466112,-0.23850831014179202,-0.11640327378620681,-0.2398433499359901,-0.11671143758615252
primary_mean_difference|last_observed_point|current_position_only_personal_retrieval,-0.2099996329739945,-0.2721662151739341,-0.1530977492949136,-0.2724564385800624,-0.1535128459330772
interaction75_25|last_observed_point|current_position_only_personal_retrieval,0.04440729666843165,-0.01622047909988334,0.10303310334251936,-0.016326107491743215,0.10386717248164351
