catalog_eps_m,method,seed,ratio,user_id,n,coverage_r80,coverage_r90,coverage_r95,hit_r80,hit_r90,hit_r95,hit_fixed_200m,within_200m,within_1000m,median_error_m,p90_error_m,native_within_200m,native_within_1000m,native_median_error_m,native_p90_error_m,median_query_runtime_ms
100.0,recurrent,20260723,0.25,37,37,0.16216216216216217,0.16216216216216217,0.1891891891891892,0.0,0.0,0.02702702702702703,0.02702702702702703,0.10810810810810811,0.21621621621621623,6533.18526409835,16638.009223773286,0.1891891891891892,0.21621621621621623,6466.051866959493,16706.603692342822,
100.0,recurrent,20260723,0.25,38,26,0.2692307692307692,0.4230769230769231,0.4230769230769231,0.19230769230769232,0.2692307692307692,0.2692307692307692,0.2692307692307692,0.2692307692307692,0.5,1786.3463160486049,9898.811720612815,0.2692307692307692,0.5,1784.782713685309,9898.811720612815,
100.0,recurrent,20260723,0.25,39,56,0.5535714285714286,0.6428571428571429,0.6428571428571429,0.30357142857142855,0.375,0.375,0.42857142857142855,0.42857142857142855,0.5535714285714286,850.8346790716888,19916.432277987682,0.42857142857142855,0.5535714285714286,850.8346790716888,19916.432277987682,
100.0,recurrent,20260723,0.25,51,11,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.45454545454545453,1506.6409017013125,19392.9514626387,0.2727272727272727,0.45454545454545453,1506.6409017013125,19392.9514626387,
100.0,recurrent,20260723,0.25,52,25,0.28,0.36,0.44,0.04,0.04,0.04,0.04,0.04,0.04,4398.591182581997,8293.76046758868,0.04,0.04,4404.562096931047,8293.76046758868,
100.0,recurrent,20260723,0.25,62,145,0.4896551724137931,0.5379310344827586,0.5517241379310345,0.35172413793103446,0.36551724137931035,0.3724137931034483,0.35172413793103446,0.3586206896551724,0.6482758620689655,487.3888484090746,13037.7779516861,0.3586206896551724,0.6482758620689655,479.12222218529047,13030.460309956228,
100.0,recurrent,20260723,0.25,65,30,0.5666666666666667,0.6,0.6666666666666666,0.26666666666666666,0.26666666666666666,0.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1696.3922597256621,2898.176318414745,0.3333333333333333,0.3333333333333333,1679.0020418871188,2898.176318414745,
100.0,recurrent,20260723,0.25,68,99,0.45454545454545453,0.5555555555555556,0.6060606060606061,0.26262626262626265,0.3333333333333333,0.3838383838383838,0.37373737373737376,0.3939393939393939,0.5252525252525253,439.77387662022323,17115.266118349173,0.3939393939393939,0.5252525252525253,439.77387662022323,17115.266118349173,
100.0,recurrent,20260723,0.25,71,18,0.5,0.5,0.6111111111111112,0.2777777777777778,0.2777777777777778,0.3888888888888889,0.5,0.5,0.6111111111111112,245.06679726463886,2496.116164841627,0.5,0.6111111111111112,245.06679726463886,2496.116164841627,
100.0,recurrent,20260723,0.25,85,104,0.5192307692307693,0.5480769230769231,0.5673076923076923,0.2403846153846154,0.25,0.2692307692307692,0.2692307692307692,0.2692307692307692,0.36538461538461536,10720.088916853638,11862.420753682589,0.2692307692307692,0.36538461538461536,10720.088916853638,11862.420753682589,
100.0,recurrent,20260723,0.25,88,12,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.5833333333333334,674.7430415119018,4800.3438676549495,0.3333333333333333,0.5833333333333334,670.9679847106222,4800.3438676549495,
100.0,recurrent,20260723,0.25,89,15,0.4,0.4,0.4,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,10240.053795297581,81998.25359175011,0.26666666666666666,0.26666666666666666,10240.053795297581,81998.25359175011,
100.0,recurrent,20260723,0.25,91,23,0.391304347826087,0.391304347826087,0.5217391304347826,0.34782608695652173,0.34782608695652173,0.43478260869565216,0.5217391304347826,0.5217391304347826,0.5217391304347826,146.20971832323002,12328.131881635783,0.5217391304347826,0.5217391304347826,146.20971832323002,12328.131881635783,
100.0,recurrent,20260723,0.25,92,36,0.3055555555555556,0.3611111111111111,0.3611111111111111,0.2222222222222222,0.2777777777777778,0.2777777777777778,0.3055555555555556,0.3055555555555556,0.4444444444444444,2329.002706862782,10983.973312620128,0.3055555555555556,0.4444444444444444,2329.814002891058,10994.4538484623,
100.0,recurrent,20260723,0.25,96,27,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2962962962962963,0.2962962962962963,0.2962962962962963,0.3333333333333333,0.3333333333333333,0.37037037037037035,3684.329119268881,9007.588911695591,0.3333333333333333,0.37037037037037035,3684.329119268881,9032.19707839526,
100.0,recurrent,20260723,0.25,101,16,0.25,0.3125,0.4375,0.25,0.3125,0.4375,0.4375,0.5,0.6875,201.78806037565835,4846.137604805961,0.5,0.6875,199.9534729547179,4847.327419486684,
100.0,recurrent,20260723,0.25,103,12,0.08333333333333333,0.3333333333333333,0.4166666666666667,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,1990.1996990636753,7236.773080062679,0.3333333333333333,0.5,1990.1996990636753,7236.773080062679,
100.0,recurrent,20260723,0.25,112,47,0.7446808510638298,0.8085106382978723,0.8297872340425532,0.6595744680851063,0.723404255319149,0.7446808510638298,0.7446808510638298,0.7446808510638298,0.851063829787234,32.912014780264,1068.2448526712633,0.7446808510638298,0.851063829787234,32.26173592284269,1068.2448526712633,
100.0,recurrent,20260723,0.25,119,11,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,2234.104725984549,9771.901456976713,0.36363636363636365,0.36363636363636365,2234.104725984549,9771.901456976713,
100.0,recurrent,20260723,0.25,126,63,0.5079365079365079,0.5555555555555556,0.6349206349206349,0.3968253968253968,0.4126984126984127,0.47619047619047616,0.5396825396825397,0.5555555555555556,0.6984126984126984,116.49245157691315,7722.683342891897,0.5555555555555556,0.6984126984126984,116.49245157691315,7716.061491888204,
100.0,recurrent,20260723,0.25,134,16,0.3125,0.375,0.375,0.125,0.125,0.125,0.125,0.125,0.25,2964.294627389793,3127.2094463026983,0.125,0.25,2964.294627389793,3127.2094463026983,
100.0,recurrent,20260723,0.25,144,120,0.5916666666666667,0.6833333333333333,0.75,0.35833333333333334,0.4166666666666667,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.4666666666666667,1620.0275567396156,176565.26747648438,0.43333333333333335,0.4666666666666667,1620.0275567396156,176565.26747648438,
