catalog_eps_m,method,ratio,seeds,n_mean,n_sd,n_min,n_max,coverage_r80_mean,coverage_r80_sd,coverage_r80_min,coverage_r80_max,coverage_r90_mean,coverage_r90_sd,coverage_r90_min,coverage_r90_max,coverage_r95_mean,coverage_r95_sd,coverage_r95_min,coverage_r95_max,hit_r80_mean,hit_r80_sd,hit_r80_min,hit_r80_max,hit_r90_mean,hit_r90_sd,hit_r90_min,hit_r90_max,hit_r95_mean,hit_r95_sd,hit_r95_min,hit_r95_max,hit_fixed_200m_mean,hit_fixed_200m_sd,hit_fixed_200m_min,hit_fixed_200m_max,within_200m_mean,within_200m_sd,within_200m_min,within_200m_max,within_1000m_mean,within_1000m_sd,within_1000m_min,within_1000m_max,median_error_m_mean,median_error_m_sd,median_error_m_min,median_error_m_max,p90_error_m_mean,p90_error_m_sd,p90_error_m_min,p90_error_m_max,native_within_200m_mean,native_within_200m_sd,native_within_200m_min,native_within_200m_max,native_within_1000m_mean,native_within_1000m_sd,native_within_1000m_min,native_within_1000m_max,native_median_error_m_mean,native_median_error_m_sd,native_median_error_m_min,native_median_error_m_max,native_p90_error_m_mean,native_p90_error_m_sd,native_p90_error_m_min,native_p90_error_m_max,median_query_runtime_ms_mean,median_query_runtime_ms_sd,median_query_runtime_ms_min,median_query_runtime_ms_max
100.0,geometric_retrieval,0.66,1,1475.0,0.0,1475.0,1475.0,0.48338983050847456,0.0,0.48338983050847456,0.48338983050847456,0.5532203389830509,0.0,0.5532203389830509,0.5532203389830509,0.591864406779661,0.0,0.591864406779661,0.591864406779661,0.3077966101694915,0.0,0.3077966101694915,0.3077966101694915,0.34711864406779663,0.0,0.34711864406779663,0.34711864406779663,0.3694915254237288,0.0,0.3694915254237288,0.3694915254237288,0.40271186440677964,0.0,0.40271186440677964,0.40271186440677964,0.4406779661016949,0.0,0.4406779661016949,0.4406779661016949,0.6169491525423729,0.0,0.6169491525423729,0.6169491525423729,366.4691054728587,0.0,366.4691054728587,366.4691054728587,12078.638183663425,0.0,12078.638183663425,12078.638183663425,0.43796610169491523,0.0,0.43796610169491523,0.43796610169491523,0.616271186440678,0.0,0.616271186440678,0.616271186440678,368.0536849065263,0.0,368.0536849065263,368.0536849065263,12086.628961850865,0.0,12086.628961850865,12086.628961850865,0.2724993973970413,0.0,0.2724993973970413,0.2724993973970413
100.0,geometric_retrieval,0.75,1,1475.0,0.0,1475.0,1475.0,0.48338983050847456,0.0,0.48338983050847456,0.48338983050847456,0.5532203389830509,0.0,0.5532203389830509,0.5532203389830509,0.591864406779661,0.0,0.591864406779661,0.591864406779661,0.32677966101694916,0.0,0.32677966101694916,0.32677966101694916,0.368135593220339,0.0,0.368135593220339,0.368135593220339,0.3925423728813559,0.0,0.3925423728813559,0.3925423728813559,0.43254237288135594,0.0,0.43254237288135594,0.43254237288135594,0.46779661016949153,0.0,0.46779661016949153,0.46779661016949153,0.6454237288135594,0.0,0.6454237288135594,0.6454237288135594,273.3814382406829,0.0,273.3814382406829,273.3814382406829,12404.017472093725,0.0,12404.017472093725,12404.017472093725,0.46779661016949153,0.0,0.46779661016949153,0.46779661016949153,0.6447457627118645,0.0,0.6447457627118645,0.6447457627118645,265.2833452204536,0.0,265.2833452204536,265.2833452204536,12427.750972200516,0.0,12427.750972200516,12427.750972200516,0.2718530595302582,0.0,0.2718530595302582,0.2718530595302582
100.0,last_observed_point,0.25,1,1475.0,0.0,1475.0,1475.0,0.48338983050847456,0.0,0.48338983050847456,0.48338983050847456,0.5532203389830509,0.0,0.5532203389830509,0.5532203389830509,0.591864406779661,0.0,0.591864406779661,0.591864406779661,0.0488135593220339,0.0,0.0488135593220339,0.0488135593220339,0.05559322033898305,0.0,0.05559322033898305,0.05559322033898305,0.05830508474576271,0.0,0.05830508474576271,0.05830508474576271,0.07186440677966102,0.0,0.07186440677966102,0.07186440677966102,0.0840677966101695,0.0,0.0840677966101695,0.0840677966101695,0.2854237288135593,0.0,0.2854237288135593,0.2854237288135593,2855.607872286288,0.0,2855.607872286288,2855.607872286288,13951.276220104051,0.0,13951.276220104051,13951.276220104051,0.06779661016949153,0.0,0.06779661016949153,0.06779661016949153,0.2759322033898305,0.0,0.2759322033898305,0.2759322033898305,2712.0384175661534,0.0,2712.0384175661534,2712.0384175661534,12744.982573193975,0.0,12744.982573193975,12744.982573193975,0.0,0.0,0.0,0.0
100.0,last_observed_point,0.5,1,1475.0,0.0,1475.0,1475.0,0.48338983050847456,0.0,0.48338983050847456,0.48338983050847456,0.5532203389830509,0.0,0.5532203389830509,0.5532203389830509,0.591864406779661,0.0,0.591864406779661,0.591864406779661,0.07864406779661016,0.0,0.07864406779661016,0.07864406779661016,0.08677966101694916,0.0,0.08677966101694916,0.08677966101694916,0.09152542372881356,0.0,0.09152542372881356,0.09152542372881356,0.11728813559322034,0.0,0.11728813559322034,0.11728813559322034,0.13559322033898305,0.0,0.13559322033898305,0.13559322033898305,0.3871186440677966,0.0,0.3871186440677966,0.3871186440677966,1984.3066713325325,0.0,1984.3066713325325,1984.3066713325325,12881.088826402196,0.0,12881.088826402196,12881.088826402196,0.10576271186440678,0.0,0.10576271186440678,0.10576271186440678,0.36677966101694914,0.0,0.36677966101694914,0.36677966101694914,1815.9743099945904,0.0,1815.9743099945904,1815.9743099945904,11969.500612332258,0.0,11969.500612332258,11969.500612332258,0.0,0.0,0.0,0.0
100.0,last_observed_point,0.66,1,1475.0,0.0,1475.0,1475.0,0.48338983050847456,0.0,0.48338983050847456,0.48338983050847456,0.5532203389830509,0.0,0.5532203389830509,0.5532203389830509,0.591864406779661,0.0,0.591864406779661,0.591864406779661,0.12677966101694915,0.0,0.12677966101694915,0.12677966101694915,0.1369491525423729,0.0,0.1369491525423729,0.1369491525423729,0.14440677966101695,0.0,0.14440677966101695,0.14440677966101695,0.1864406779661017,0.0,0.1864406779661017,0.1864406779661017,0.21423728813559323,0.0,0.21423728813559323,0.21423728813559323,0.48338983050847456,0.0,0.48338983050847456,0.48338983050847456,1180.0026375278103,0.0,1180.0026375278103,1180.0026375278103,11853.718908694193,0.0,11853.718908694193,11853.718908694193,0.1640677966101695,0.0,0.1640677966101695,0.1640677966101695,0.48203389830508475,0.0,0.48203389830508475,0.48203389830508475,1105.4190842489174,0.0,1105.4190842489174,1105.4190842489174,11264.470121226757,0.0,11264.470121226757,11264.470121226757,0.0,0.0,0.0,0.0
100.0,last_observed_point,0.75,1,1475.0,0.0,1475.0,1475.0,0.48338983050847456,0.0,0.48338983050847456,0.48338983050847456,0.5532203389830509,0.0,0.5532203389830509,0.5532203389830509,0.591864406779661,0.0,0.591864406779661,0.591864406779661,0.1694915254237288,0.0,0.1694915254237288,0.1694915254237288,0.18779661016949153,0.0,0.18779661016949153,0.18779661016949153,0.19864406779661017,0.0,0.19864406779661017,0.19864406779661017,0.2535593220338983,0.0,0.2535593220338983,0.2535593220338983,0.2840677966101695,0.0,0.2840677966101695,0.2840677966101695,0.5491525423728814,0.0,0.5491525423728814,0.5491525423728814,709.1736188289472,0.0,709.1736188289472,709.1736188289472,10958.915217442991,0.0,10958.915217442991,10958.915217442991,0.22576271186440677,0.0,0.22576271186440677,0.22576271186440677,0.5552542372881356,0.0,0.5552542372881356,0.5552542372881356,724.7897146988948,0.0,724.7897146988948,724.7897146988948,9475.253390519914,0.0,9475.253390519914,9475.253390519914,0.0,0.0,0.0,0.0
100.0,most_frequent_personal_destination,0.25,1,1475.0,0.0,1475.0,1475.0,0.48338983050847456,0.0,0.48338983050847456,0.48338983050847456,0.5532203389830509,0.0,0.5532203389830509,0.5532203389830509,0.591864406779661,0.0,0.591864406779661,0.591864406779661,0.2528813559322034,0.0,0.2528813559322034,0.2528813559322034,0.2894915254237288,0.0,0.2894915254237288,0.2894915254237288,0.3044067796610169,0.0,0.3044067796610169,0.3044067796610169,0.31728813559322033,0.0,0.31728813559322033,0.31728813559322033,0.36745762711864405,0.0,0.36745762711864405,0.36745762711864405,0.49830508474576274,0.0,0.49830508474576274,0.49830508474576274,1013.127877886254,0.0,1013.127877886254,1013.127877886254,14026.101476548447,0.0,14026.101476548447,14026.101476548447,0.3694915254237288,0.0,0.3694915254237288,0.3694915254237288,0.49830508474576274,0.0,0.49830508474576274,0.49830508474576274,1013.127877886254,0.0,1013.127877886254,1013.127877886254,14026.101476548447,0.0,14026.101476548447,14026.101476548447,0.0,0.0,0.0,0.0
100.0,most_frequent_personal_destination,0.5,1,1475.0,0.0,1475.0,1475.0,0.48338983050847456,0.0,0.48338983050847456,0.48338983050847456,0.5532203389830509,0.0,0.5532203389830509,0.5532203389830509,0.591864406779661,0.0,0.591864406779661,0.591864406779661,0.2528813559322034,0.0,0.2528813559322034,0.2528813559322034,0.2894915254237288,0.0,0.2894915254237288,0.2894915254237288,0.3044067796610169,0.0,0.3044067796610169,0.3044067796610169,0.31728813559322033,0.0,0.31728813559322033,0.31728813559322033,0.36745762711864405,0.0,0.36745762711864405,0.36745762711864405,0.49830508474576274,0.0,0.49830508474576274,0.49830508474576274,1013.127877886254,0.0,1013.127877886254,1013.127877886254,14026.101476548447,0.0,14026.101476548447,14026.101476548447,0.3694915254237288,0.0,0.3694915254237288,0.3694915254237288,0.49830508474576274,0.0,0.49830508474576274,0.49830508474576274,1013.127877886254,0.0,1013.127877886254,1013.127877886254,14026.101476548447,0.0,14026.101476548447,14026.101476548447,0.0,0.0,0.0,0.0
100.0,most_frequent_personal_destination,0.66,1,1475.0,0.0,1475.0,1475.0,0.48338983050847456,0.0,0.48338983050847456,0.48338983050847456,0.5532203389830509,0.0,0.5532203389830509,0.5532203389830509,0.591864406779661,0.0,0.591864406779661,0.591864406779661,0.2528813559322034,0.0,0.2528813559322034,0.2528813559322034,0.2894915254237288,0.0,0.2894915254237288,0.2894915254237288,0.3044067796610169,0.0,0.3044067796610169,0.3044067796610169,0.31728813559322033,0.0,0.31728813559322033,0.31728813559322033,0.36745762711864405,0.0,0.36745762711864405,0.36745762711864405,0.49830508474576274,0.0,0.49830508474576274,0.49830508474576274,1013.127877886254,0.0,1013.127877886254,1013.127877886254,14026.101476548447,0.0,14026.101476548447,14026.101476548447,0.3694915254237288,0.0,0.3694915254237288,0.3694915254237288,0.49830508474576274,0.0,0.49830508474576274,0.49830508474576274,1013.127877886254,0.0,1013.127877886254,1013.127877886254,14026.101476548447,0.0,14026.101476548447,14026.101476548447,0.0,0.0,0.0,0.0
100.0,most_frequent_personal_destination,0.75,1,1475.0,0.0,1475.0,1475.0,0.48338983050847456,0.0,0.48338983050847456,0.48338983050847456,0.5532203389830509,0.0,0.5532203389830509,0.5532203389830509,0.591864406779661,0.0,0.591864406779661,0.591864406779661,0.2528813559322034,0.0,0.2528813559322034,0.2528813559322034,0.2894915254237288,0.0,0.2894915254237288,0.2894915254237288,0.3044067796610169,0.0,0.3044067796610169,0.3044067796610169,0.31728813559322033,0.0,0.31728813559322033,0.31728813559322033,0.36745762711864405,0.0,0.36745762711864405,0.36745762711864405,0.49830508474576274,0.0,0.49830508474576274,0.49830508474576274,1013.127877886254,0.0,1013.127877886254,1013.127877886254,14026.101476548447,0.0,14026.101476548447,14026.101476548447,0.3694915254237288,0.0,0.3694915254237288,0.3694915254237288,0.49830508474576274,0.0,0.49830508474576274,0.49830508474576274,1013.127877886254,0.0,1013.127877886254,1013.127877886254,14026.101476548447,0.0,14026.101476548447,14026.101476548447,0.0,0.0,0.0,0.0
100.0,nearest_known_destination_to_current_point,0.25,1,1475.0,0.0,1475.0,1475.0,0.48338983050847456,0.0,0.48338983050847456,0.48338983050847456,0.5532203389830509,0.0,0.5532203389830509,0.5532203389830509,0.591864406779661,0.0,0.591864406779661,0.591864406779661,0.07254237288135593,0.0,0.07254237288135593,0.07254237288135593,0.07932203389830508,0.0,0.07932203389830508,0.07932203389830508,0.08271186440677966,0.0,0.08271186440677966,0.08271186440677966,0.09627118644067796,0.0,0.09627118644067796,0.09627118644067796,0.1064406779661017,0.0,0.1064406779661017,0.1064406779661017,0.28203389830508474,0.0,0.28203389830508474,0.28203389830508474,2864.359955920332,0.0,2864.359955920332,2864.359955920332,13951.276220104051,0.0,13951.276220104051,13951.276220104051,0.1064406779661017,0.0,0.1064406779661017,0.1064406779661017,0.28203389830508474,0.0,0.28203389830508474,0.28203389830508474,2864.359955920332,0.0,2864.359955920332,2864.359955920332,13951.276220104051,0.0,13951.276220104051,13951.276220104051,0.0,0.0,0.0,0.0
