analysis,destination_popularity_stratum,prefix_familiarity,ratio,method,user_macro_hit_r90,user_macro_within_200m,user_macro_within_1000m,mean_user_median_error_m,users,user_case_sum
joint_familiarity,other_repeated,analogue_present,0.66,most_frequent_personal_destination,0.0,0.0,0.15421627376961186,5186.339415562948,30,359
joint_familiarity,other_repeated,analogue_present,0.66,probabilistic_grid_pattern_retrieval,0.5999919030526937,0.5989494232192302,0.6836513201998751,1135.857250752031,30,359
joint_familiarity,other_repeated,analogue_present,0.66,tsmini,0.6325655496139194,0.6395718521349278,0.7437907911455282,609.3347643258907,30,359
joint_familiarity,other_repeated,analogue_present,0.75,bigru,0.5413312693289593,0.5409482989365012,0.6435815103913789,1483.1084940720261,30,364
joint_familiarity,other_repeated,analogue_present,0.75,current_position_only_personal_retrieval,0.6923134079118872,0.6987734919455005,0.7800169162021182,534.8154852763671,30,364
joint_familiarity,other_repeated,analogue_present,0.75,geometric_retrieval,0.7310809126329023,0.7383805798116018,0.8459267490554101,201.26236853171125,30,364
joint_familiarity,other_repeated,analogue_present,0.75,most_frequent_personal_destination,0.0,0.0,0.1550447595795889,5185.455045765059,30,364
joint_familiarity,other_repeated,analogue_present,0.75,probabilistic_grid_pattern_retrieval,0.6461838659061454,0.6441698075946488,0.7384378242657607,937.480410875162,30,364
joint_familiarity,other_repeated,analogue_present,0.75,tsmini,0.6767803680975794,0.6844589395261507,0.7921533873436701,397.74665998597874,30,364
joint_familiarity,other_repeated,no_close_analogue,0.25,bigru,0.19848484848484851,0.21666666666666667,0.253030303030303,31699.16150955836,11,27
joint_familiarity,other_repeated,no_close_analogue,0.25,current_position_only_personal_retrieval,0.07575757575757575,0.07575757575757575,0.07575757575757575,29154.680885613318,11,27
joint_familiarity,other_repeated,no_close_analogue,0.25,geometric_retrieval,0.17727272727272728,0.14696969696969697,0.31363636363636366,6173.1378936718365,11,27
joint_familiarity,other_repeated,no_close_analogue,0.25,most_frequent_personal_destination,0.0,0.0,0.0606060606060606,4960.24836815798,11,27
joint_familiarity,other_repeated,no_close_analogue,0.25,probabilistic_grid_pattern_retrieval,0.2606060606060606,0.2303030303030303,0.3515151515151515,5158.374289727465,11,27
joint_familiarity,other_repeated,no_close_analogue,0.25,tsmini,0.09818181818181819,0.09818181818181819,0.21242424242424243,43380.15877041361,11,27
joint_familiarity,other_repeated,no_close_analogue,0.5,bigru,0.205,0.22583333333333333,0.33,65497.15527293316,12,28
joint_familiarity,other_repeated,no_close_analogue,0.5,current_position_only_personal_retrieval,0.2708333333333333,0.2708333333333333,0.4166666666666667,91710.95299897996,12,28
joint_familiarity,other_repeated,no_close_analogue,0.5,geometric_retrieval,0.26666666666666666,0.24583333333333335,0.30833333333333335,4824.353780114639,12,28
joint_familiarity,other_repeated,no_close_analogue,0.5,most_frequent_personal_destination,0.0,0.0,0.125,5038.726542457481,12,28
joint_familiarity,other_repeated,no_close_analogue,0.5,probabilistic_grid_pattern_retrieval,0.2333333333333333,0.25416666666666665,0.27499999999999997,10481.814675851636,12,28
joint_familiarity,other_repeated,no_close_analogue,0.5,tsmini,0.19833333333333336,0.19833333333333336,0.2975,80599.16016251467,12,28
joint_familiarity,other_repeated,no_close_analogue,0.66,bigru,0.23416666666666666,0.2508333333333333,0.3358333333333334,129706.58702899517,12,27
